年级,院系名称,院系号,专业名称,修读类型,方案名称,方案计划号,课程总门数,课程总学分,要求总学分,课程总学时,学制类型,学科目录,主要课程
2022,物理学院,202,物理学类,主修,物理学类培养方案,10139,53,122,155,2328,本科（四年制）,理学,线性代数、微积分、概率统计、数学物理方法、力学、热学、电磁学、光学、原子物理学、理论力学、电动力学、热力学与统计物理学、量子力学、固体物理学、大学物理实验、近代物理实验、物理学专业实验等。
2022,物理学院,202,物理学（强基计划）,主修,物理学（强基计划）培养方案,10063,82,205,160,3904,本科（四年制）,,
2022,物理学院,202,物理学（拔尖计划）,主修,物理学（拔尖计划）培养方案,10203,82,205,160,3904,本科（四年制）,理学,
2022,物理学院,202,核工程与核技术,主修,核工程与核技术培养方案,10094,95,245,172,4452,本科（四年制）,工学,原子核物理基础、辐射探测与测量、辐射剂量与防护、核电子学、工程流体力学、传热学、核反应堆物理、核电站工程导论、加速器原理及应用、核分析技术、核化学与放射化学、核与辐射认知实验、辐射探测实验、辐射剂量与防护实验。
2022,物理学院,202,微电子科学与工程,主修,微电子科学与工程培养方案,10128,85,219,170,4020,本科（四年制）,工学,数理基础、电路理论/技术基础、半导体物理学、微电子器件原理、半导体材料及IC工艺原理、集成电路原理、IC设计基础、模拟/数字集成电路设计等。此外，还开设模拟芯片项目工程、微电子工艺与器件模拟、微电子器件测试与分析、微电子技术前沿和集成电路设计前沿等选修课，以及各种设计和研究训练课题。
2022,化学学院,203,化学（基地班）,主修,化学（基地班）培养方案,10196,97,215,165,4096,本科（四年制）,理学,无机化学、分析化学（含仪器分析）、有机化学、物理化学（含结构化学）、高分子科学导论、绿色化学、合成化学及化学信息学。
2022,化学学院,203,化学,主修,化学培养方案,10041,102,228,162,4288,本科（四年制）,理学,无机化学、分析化学（含仪器分析）、有机化学、物理化学（含结构化学）、高分子科学导论、绿色化学、合成化学及化学信息学。
2022,化学学院,203,化学类,主修,化学类培养方案,10190,52,111,160,2188,本科（四年制）,理学,无机化学、分析化学、有机化学、物理化学(含结构化学)、高分子科学导论、绿色化学、生物化学及化工基础。
2022,化学学院,203,化学（强基计划）,主修,化学（强基计划）培养计划,10064,97,215,163,4100,本科（四年制）,,
2022,化学学院,203,化学（拔尖计划）,主修,化学（拔尖计划）培养方案,10205,99,220,162,4180,本科（四年制）,理学,
2022,化学学院,203,应用化学,主修,应用化学培养方案,10110,103,229,162,4306,本科（四年制）,理学,无机化学、分析化学（含仪器分析）、有机化学、物理化学（含结构化学）、高分子科学导论、绿色化学、放射化学及化学能源与材料。
2022,生命科学学院,204,生物科学类,主修,生物科学类培养方案,10176,34,73,78,1428,本科（四年制）,理学,普通生物学、生物化学、细胞生物学、遗传学、微生物学，分子生物学、发育生物学，结构生物学、进化生物学、干细胞生物学等。
2022,生命科学学院,204,生物科学,主修,生物科学培养方案,10136,96,226,165,4276,本科（四年制）,理学,植物生物学、动物生物学、生物化学、微生物学、分子生物学、细胞生物学、遗传学、基础生态学、生物科学综合实验
2022,生命科学学院,204,生物科学（基地班）,主修,生物科学（基地班）培养方案,10211,97,227,165,4292,本科（四年制）,理学,植物生物学、动物生物学、生物化学、微生物学、分子生物学、细胞生物学、遗传学、基础生态学、生物科学综合实验
2022,生命科学学院,204,生物科学（强基计划）,主修,生物科学（强基计划）培养计划,10065,83,191,165,3624,本科（四年制）,,
2022,生命科学学院,204,生物科学（拔尖计划）,主修,生物科学（拔尖计划）培养方案,10206,80,187,165,3544,本科（四年制）,理学,
2022,生命科学学院,204,计算生物学双学士学位,主修,计算生物学双学士学位培养方案,10103,100,256,196,4780,本科（四年制）,,
2022,生命科学学院,204,生态学,主修,生态学培养方案,10106,87,196,165,3852,本科（四年制）,理学,生态学、动物种群生态学、植被生态学、全球变化生态学、动物系统分类、植物系统分类、进化生物学、地理信息系统、生物统计学、分子生态学、保护生物学
2022,电子信息学院,205,电子信息工程,主修,电子信息工程培养方案,10090,99,225,172,4368,本科（四年制）,工学,数字电路设计及应用、信号与系统、模拟电子技术、电路理论、电磁场与电磁波、微机原理与接口技术、微波技术基础、嵌入式系统课程设计、随机信号分析与仿真、射频通信电路、天线与电波传播、数字信号处理
2022,电子信息学院,205,电子信息工程（卓越工程师班）,主修,电子信息工程卓越班培养方案,10097,104,242,172,4704,本科（四年制）,,数字电路设计及应用、信号与系统、模拟电子技术、电路理论、电磁场与电磁波、微机原理与接口技术、现代通信技术、嵌入式系统课程设计、随机信号分析与仿真、微波技术基础、射频通信电路、天线与电波传播、数字信号处理。
2022,电子信息学院,205,通信工程,主修,通信工程培养方案,10212,96,218,172,4240,本科（四年制）,,计算机程序设计基础、电路理论、电磁场与电磁波、模拟电子技术、数字电路设计及应用、微机原理与接口技术、信号与系统、嵌入式系统课程设计、通信电子线路、数字信号处理、现代通信技术、光通信技术、移动通信技术、随机信号分析与仿真等。
2022,电子信息学院,205,通信工程（卓越工程师班）,主修,通信工程（卓越工程师班）培养方案,10123,106,247,172,4784,本科（四年制）,工学,计算机程序设计基础、电路理论、电磁场与电磁波、模拟电子技术、数字电路设计及应用、微机原理与接口技术、信号与系统、嵌入式系统课程设计、通信电子线路、数字信号处理、现代通信技术、光通信技术、移动通信技术等。
2022,电子信息学院,205,光电信息科学与工程,主修,光电信息科学与工程培养方案,10134,97,215,172,4202,本科（四年制）,工学,模拟电子技术、数字电路设计及应用、信号与系统、电路理论、微机原理与接口技术、电动力学、物理光学、应用光学、光电器件及检测技术、激光原理及技术、光信息处理、薄膜光学与技术、光电精密仪器课程设计等。
2022,电子信息学院,205,电子信息类,主修,电子信息类培养方案,10137,32,66,64,1376,本科（四年制）,工学,
2022,高分子科学与工程学院,300,高分子材料与工程,主修,高分子材料与工程培养方案,10227,127,279,175,5160,本科（四年制）,,近代化学基础、高分子化学、高分子物理、材料科学与工程基础、化工原理、聚合物合成原理及工艺学、高分子材料成型加工基础、高分子材料及应用、聚合物共混改性原理、聚合物过程与设备、高分子材料成型模具
2022,高分子科学与工程学院,300,高分子材料与工程（卓越工程师班）,主修,高分子材料与工程（卓越工程师）培养方案,10098,93,210,175,4058,本科（四年制）,工学,近代化学基础、高分子化学、高分子物理、材料科学与工程基础、化工原理、聚合物合成原理及工艺学、高分子材料成型加工基础、高分子材料及应用、聚合物共混改性原理、聚合物过程与设备、高分子材料成型模具
2022,材料科学与工程学院,301,新能源材料与器件,主修,新能源材料与器件培养方案,10127,80,188,178,3524,本科（四年制）,工学,
2022,材料科学与工程学院,301,材料科学与工程,主修,材料科学与工程培养方案,10034,94,208,178,3842,本科（四年制）,工学,
2022,材料科学与工程学院,301,材料科学与工程（创新班）,主修,材料科学与工程（创新班）培养方案,10180,94,208,178,3844,本科（四年制）,工学,
2022,材料科学与工程学院,301,材料类（新能源与纳米材料）,主修,材料类（新能源与纳米材料）培养方案,10272,30,62,66,1190,本科（四年制）,工学,
2022,机械工程学院,302,工科试验班（智能制造）,主修,工科试验班（智能制造）培养方案,10271,23,50,168,1084,本科（四年制）,工学,
2022,机械工程学院,302,机械设计制造及其自动化,主修,机械设计制造及其自动化培养方案,10163,98,214,170,3904,本科（四年制）,工学,理论力学、材料力学、电工技术基础、机械制图、机械原理、机械设计、机械制造基础、公差配合与技术测量、微机原理及接口技术、控制工程基础、机械制造工程学、液气压传动与控制、工业企业管理
2022,机械工程学院,302,机械设计制造及其自动化（卓越工程师班）,主修,机械设计制造及其自动化（卓越工程师）培养方案,10164,97,220,170,4036,本科（四年制）,工学,理论力学、材料力学、电工技术基础、机械制图、机械原理、机械设计、机械制造基础、公差配合与技术测量、微机原理及接口技术、控制工程基础、机械制造工程学、液气压传动与控制、工业企业管理
2022,机械工程学院,302,材料成型及控制工程,主修,材料成型及控制工程培养方案,10029,85,191,175,3596,本科（四年制）,工学,理论力学、材料力学、机械设计基础、材料科学基础、传热与传质、工程材料学（双语）、材料分析方法、材料成型过程控制、铸造成形工艺、冲压成形工艺及模具设计、粉末冶金原理、铸造合金及熔炼、铸件形成理论（双语）、粉末冶金工艺及设备
2022,机械工程学院,302,材料成型及控制工程（卓越工程师班）,主修,材料成型及控制工程（卓越工程师）培养方案,10030,84,192,175,3622,本科（四年制）,工学,理论力学、材料力学、机械设计基础、材料科学基础、传热与传质、工程材料学（双语）、材料分析方法、材料成型过程控制、铸造成形工艺、冲压成形工艺及模具设计、粉末冶金原理、铸造合金及熔炼、铸件形成理论（双语）、粉末冶金工艺及设备
2022,机械工程学院,302,测控技术与仪器,主修,测控技术与仪器培养方案,10048,83,194,175,3552,本科（四年制）,,工程光学基础、自动控制原理、公差配合与技术测量、测控电路、传感器、单片机原理及应用、精密机械设计、测试技术、智能仪器原理及应用、误差理论与数据处理、测控仪器设计、信号分析与处理
2022,电气工程学院,303,电气工程及其自动化,主修,电气工程及其自动化培养方案,10107,89,199,170,3748,本科（四年制）,工学,电路原理、自动控制原理、模拟电子技术基础、数字电子技术基础、电磁场、信号与系统、微机原理与接口技术、电机学、电力系统分析理论、电力电子技术、发电厂电气部分、高电压技术、电力系统继电保护原理、电力市场理论、调度自动化及信息管理系统、电力系统安控与自动装置
2022,电气工程学院,303,电气工程及其自动化（卓越工程师班）,主修,电气工程及其自动化（卓越工程师）培养方案,10016,87,194,170,3584,本科（四年制）,工学,电路原理、自动控制原理、模拟电子技术基础、数字电子技术基础、电磁场、信号与系统、微机原理与接口技术、电机学、电力系统分析理论、电力电子技术、发电厂电气部分、高电压技术、电力系统继电保护原理、电力市场理论、调度自动化及信息管理系统、电力系统安控与自动装置
2022,电气工程学院,303,电气工程及其自动化（国际合作）,主修,电气工程及其自动化（国际合作）培养方案,10003,0,3,104.5,0,本科（四年制）,,
2022,电气工程学院,303,自动化,主修,自动化培养方案,10012,96,201.5,170,4106,本科（四年制）,工学,计算机基础及C语言程序设计，数据结构与算法，运筹学与最优化，模拟电子技术基础，数字电子技术基础，微机原理与接口技术，计算机网络与通信，信号与系统，电力电子技术，电机及电力拖动基础，自动控制原理，控制系统建模、分析、设计与仿真，计算机控制技术，过程控制及仪表，运动控制系统
2022,电气工程学院,303,电气类,主修,电气类培养方案,10187,52,102.5,170,2012,本科（四年制）,工学,
2022,电气工程学院,303,自动化（卓越工程师班）,主修,自动化（卓越工程师）培养方案,10045,95,198.5,170,3974,本科（四年制）,工学,计算机基础及C语言程序设计，数据结构与算法，运筹学与最优化，模拟电子技术基础，数字电子技术基础，微机原理与接口技术，计算机网络与通信，信号与系统，电力电子技术，电机及电力拖动基础，自动控制原理，控制系统建模、分析、设计与仿真，计算机控制技术，过程控制及仪表，运动控制系统
2022,计算机学院,304,计算机科学与技术,主修,计算机科学与技术培养方案,10226,123,251,174,4488,本科（四年制）,工学,
2022,计算机学院,304,物联网工程,主修,物联网工程培养方案,10044,111,236,174,4251,本科（四年制）,工学,
2022,计算机学院,304,人工智能,主修,人工智能培养方案,10059,90,193,162,3540,本科（四年制）,工学,
2022,计算机学院,304,计算机类,主修,计算机类培养方案,10014,32,64,48,1248,本科（四年制）,工学,
2022,计算机学院,304,计算机科学与技术（卓越工程师班）,主修,计算机科学与技术（卓越工程师）培养方案,10046,109,228,53,4136,本科（四年制）,工学,
2022,计算机学院,304,计算金融交叉试验班,主修,计算金融（方向）培养方案,10230,138,301,195,5296,本科（四年制）,,
2022,计算机学院,304,计算机科学与技术（拔尖计划）,主修,计算机科学与技术（拔尖计划）培养方案,10207,98,202,157,3680,本科（四年制）,,
2022,建筑与环境学院,305,工程力学（力学-软件工程跨学科交叉专业实验班）,主修,工程力学（力学-软件工程跨学科交叉专业实验班）培养方案,10074,85,223,175,3960,本科（四年制）,工学,理论力学、材料力学、流体力学、实验力学、计算力学、弹性力学、断裂力学、生物医学工程基础、力学通用软件及应用、程序设计基础、计算机系统导论、面向对象程序设计导论、数据结构与算法、操作系统和系统编程、软件工程导论、计算机网络和分布式系统、软件需求分析等17门课程。
2022,建筑与环境学院,305,工程力学（强基计划）,主修,工程力学（强基计划）培养方案,10066,90,218,164,3972,本科（四年制）,,
2022,建筑与环境学院,305,工程力学（拔尖计划）,主修,工程力学（拔尖计划）培养方案,10076,85,202,164,3620,本科（四年制）,工学,专业教育课程又包括学科基础课程、专业核心课和学术前沿培养三部分，主要介绍力学发展历史、学科前沿和发展趋势，培养力学基础知识和基本理论、力学实验的基本技能，提升力学知识和理论、力学实验先进技术水平。骨干课程包括微积分、线性代数、概率统计、理论力学、材料力学、弹性力学、大学物理、实验力学、计算力学、断裂力学、连续介质力学、数理方法等课程。跨学科教育课程包括非本学科专业类力学相关课程和非本学科专业类其他专业课程，主要学习力学在高端工业软件、先进制造、航空航天、国防安全、新型材料、智能科技、能源动力和深地工程领域的应用，培养科研实践的学科交叉知识体系基础。实践教育在结合学术科研创新环节培养工程实践能力，分析问题能力、设计/开发能力。
2022,建筑与环境学院,305,建筑学,主修,建筑学培养方案,10081,101,260,224,4521,本科（五年制）,工学,建筑设计基础、建筑设计系列课、建筑设计原理、中国建筑史、外国建筑史、建筑构造、建筑物理、建筑结构、建筑结构选型。
2022,建筑与环境学院,305,土木工程,主修,土木工程培养方案,10195,143,317,170,5735,本科（四年制）,工学,理论力学、材料力学、结构力学、混凝土结构设计原理、钢结构设计原理、建筑结构设计、桥梁工程。
2022,建筑与环境学院,305,环境工程,主修,环境工程培养方案,10075,98,208,176,3735,本科（四年制）,工学,高等数学、外语、物理、计算机技术及绘图、近代化学基础、工程力学、测量学、工程制图、环境工程设计基础、工程流体力学、电工学、环境工程微生物学等基础课程，水污染控制工程、大气污染控制工程、固体废物处理与处置、物理性污染控制、环境监测、环境规划与评价、排水工程、环境工程设计、环境工程施工技术等专业课程。
2022,建筑与环境学院,305,工程力学,主修,工程力学培养方案,10171,95,227,170,4052,本科（四年制）,工学,连续介质力学、流体力学、弹性力学、计算力学、振动力学、实验力学、塑性力学、结构力学、专业英语、力学中的数值方法
2022,水利水电学院,306,能源与动力工程,主修,能源与动力工程培养方案,10072,94,194.5,175,3744,本科（四年制）,工学,程流体力学、工程热力学、传热学、机械设计基础、自动控制原理、电机学、水轮机、汽轮机原理、水力机组辅助设备、燃烧学
2022,水利水电学院,306,城市地下空间工程,主修,城市地下空间工程培养方案,10118,99,198.5,175,3784,本科（四年制）,,
2022,水利水电学院,306,工科试验班（绿色能源与智慧建造）,主修,工科试验班（绿色能源与智慧建造）培养方案,10329,39,67,174,1400,本科（四年制）,工学,
2022,水利水电学院,306,水利科学与工程,主修,水利科学与工程培养方案,10117,112,212,175,4132,本科（四年制）,,
2022,水利水电学院,306,水利科学与工程（卓越工程师）,主修,水利科学与工程（卓越工程师）培养方案,10181,112,212,175,4132,本科（四年制）,工学,
2022,化学工程学院,308,过程装备与控制工程（卓越工程师班）,主修,过程装备与控制工程（卓越工程师班）培养方案,10036,91,204,176,3728,本科（四年制）,工学,理论力学、材料力学、机械设计、化工原理、过程装备工程材料、工程流体力学、过程机器、压力容器设计、过程设备设计、过程自动控制原理、过程装备制造技术
2022,化学工程学院,308,工科试验班（动力装备与安全）,主修,工科试验班（动力装备与安全）培养方案,10132,84,194,175,3636,本科（四年制）,工学,
2022,化学工程学院,308,过程装备与控制工程,主修,过程装备与控制工程培养方案,10037,90,202,175,3696,本科（四年制）,工学,理论力学、材料力学、机械设计、化工原理、过程装备工程材料、工程流体力学、过程机器、压力容器设计、过程设备设计、过程自动控制原理、过程装备制造技术
2022,化学工程学院,308,化学工程与工艺,主修,化学工程与工艺培养方案,10040,120,239.5,175,4548,本科（四年制）,工学,物理化学、化工原理、化工热力学、化学反应工程、化工过程分析与合成、化工设计、化学工艺学、现代分离技术、化工专业实验、化工设备机械基础。
2022,化学工程学院,308,制药工程,主修,制药工程培养方案,10153,98,192.5,188,3612,本科（四年制）,工学,生理药理学、药物与精细有机品合成、药物化学、天然产物技术、工业药剂学、化学制药工艺学、制药分离工程、药品生产质量工程、药物分析及制药过程监控、生物制药、制药工程设计、技术经济及项目管理、EHS导论
2022,化学工程学院,308,化学工程与工艺（卓越工程师班）,主修,化学工程与工艺（卓越工程师）培养方案,10039,123,244.5,175,4676,本科（四年制）,工学,物理化学、化工原理、化工热力学、化学反应工程、化工过程分析与合成、化工设计、化学工艺学、现代分离技术、化工专业实验、化工设备机械基础
2022,化学工程学院,308,工科试验班（互联化工）,主修,工科试验班（互联化工）培养方案,10119,97,214,182.5,4066,本科（四年制）,,
2022,化学工程学院,308,化学工程与工艺（互联化工交叉试验班）,主修,化学工程与工艺（互联化工交叉试验班）培养方案,10120,97,214,182.5,4066,本科（四年制）,,
2022,化学工程学院,308,制药工程（卓越工程师班）,主修,制药工程（卓越工程师班）培养方案,10049,100,193.5,188,3628,本科（四年制）,工学,生理药理学、药物与精细有机品合成、药物化学、天然产物技术、工业药剂学、化学制药工艺学、制药分离工程、药品生产质量工程、药物分析及制药过程监控、生物制药、制药工程设计、技术经济及项目管理、EHS导论
2022,化学工程学院,308,工科试验班（绿色化工与生物医药）,主修,工科试验班（绿色化工与生物医药）培养方案,10035,37,73.5,59,1452,本科（四年制）,工学,
2022,化学工程学院,308,生物工程,主修,生物工程培养方案,10148,101,199.5,170.5,3646,本科（四年制）,工学,近代化学基础、化工原理、物理化学、生物化学、微生物学、现代生物学基础、分子与细胞生物学、生物环保与安全、生物反应工程、基因工程、生物分离工程、发酵工程、生物工程设备及过程控制、生物工程设计、技术经济及项目管理
2022,轻工科学与工程学院,309,食品科学与工程,主修,食品科学与工程培养方案,10150,88,185,170,3464,本科（四年制）,工学,生物化学、微生物学、食品化学、食品工艺学、化工原理、食品营养学、食品工厂设计与环境保护、食品分析、食品工业设备与机械、食品安全学
2022,轻工科学与工程学院,309,轻化工程（皮革工程方向）,主修,轻化工程培养方案,10151,94,201,175,3662,本科（四年制）,工学,制革工艺学、毛皮工艺学、鞣制化学、皮革化工材料学、皮革机械设备、皮革专业外语、生皮蛋白质化学及组织学
2022,轻工科学与工程学院,309,轻化工程（皮革工程方向）（卓越工程师班）,主修,轻化工程（卓越工程师）培养方案,10088,93,197,175,3598,本科（四年制）,工学,制革工艺学、毛皮工艺学、鞣制化学、皮革化工材料学、皮革机械设备、皮革专业外语、生皮蛋白质化学及组织学
2022,轻工科学与工程学院,309,工科试验班（先进低碳材料）,主修,工科试验班（先进低碳材料）培养方案,10330,44,89,175,1740,本科（四年制）,工学,
2022,轻工科学与工程学院,309,食品科学与工程（卓越工程师班）,主修,食品科学与工程（卓越工程师）培养方案,10165,87,183,170,3432,本科（四年制）,工学,生物化学、微生物学、食品化学、食品工艺学、化工原理、食品营养学、食品工厂设计与环境保护、食品分析、食品工业设备与机械、食品安全学
2022,轻工科学与工程学院,309,工科试验班（食品健康与安全）,主修,工科试验班（食品健康与安全）培养方案,10269,44,89,175,1740,本科（四年制）,工学,
2022,轻工科学与工程学院,309,生物工程（轻工生物方向）,主修,生物工程（轻工生物方向）培养方案,10169,91,193,175,3548,本科（四年制）,工学,近代化学基础、化工原理、物理化学、生物化学、微生物学、生物环保与安全、生物反应工程、生物分离工程、基因工程、发酵过程、生物工程设备及过程控制、生物工程设计、生物信息技术
2022,轻工科学与工程学院,309,服装与服饰设计,主修,服装与服饰设计培养方案,10166,80,190.5,160,3368,本科（四年制）,艺术学,纺织与服装概论、设计素描、表现色彩、纺织与服装材料、服装立体裁剪、时装画技法与展示、服装结构设计与制衣工艺、服装CAD-设计（全英文）、服装历史与发展趋势、服装市场营销、时装设计作品集制作、女装结构设计与制作工艺、服装创意设计、男装结构设计与制作工艺、童装结构设计与制作工艺
2022,生物医学工程学院,310,医学信息工程,主修,医学信息工程培养方案,10007,91,191,175,3602,本科（四年制）,工学,
2022,生物医学工程学院,310,医学信息工程（卓越工程师班）,主修,医学信息工程（卓越工程师班）培养方案,10236,65,125,175,2458,本科（四年制）,,
2022,生物医学工程学院,310,生物医学工程,主修,生物医学工程培养方案,10089,104,219,175,4084,本科（四年制）,工学,
2022,软件学院,311,软件工程,主修,软件工程培养方案,10167,120,297,170,5228,本科（四年制）,工学,程序设计基础、计算机系统导论、面向对象程序设计导论、数据结构与算法、计算机组成和体系结构、操作系统和系统编程、数据库系统和信息管理、软件工程导论、计算机网络和分布式系统、软件开发环境与工具、软件需求分析、软件设计与体系结构、软件构造、软件工程社会和职业问题、软件过程与管理、软件工程经济学、软件项目管理
2022,软件学院,311,软件工程（双学位）,辅修,软件工程（双学位）培养方案,10154,20,67,50,1204,双学位（二年半制）,,
2022,软件学院,311,软件工程（英语）,主修,软件工程（英语）培养方案,10055,37,119,120,2000,本科（四年制）,工学,
2022,软件学院,311,软件工程（卓越工程师班）,主修,软件工程（卓越工程师）培养方案,10177,104,260,167,4516,本科（四年制）,工学,程序设计基础、计算机系统导论、面向对象程序设计导论、数据结构与算法、计算机组成和体系结构、操作系统和系统编程、数据库系统和信息管理、软件工程导论、计算机网络和分布式系统、软件开发环境与工具、软件需求分析、软件设计与体系结构、软件构造、软件工程社会和职业问题、软件过程与管理、软件工程经济学、软件项目管理
2022,匹兹堡学院,312,机械设计制造及其自动化（国际合作）,主修,机械设计制造及其自动化（国际合作）培养方案,10067,106,280,162,4724,本科（四年制）,工学,
2022,匹兹堡学院,312,材料科学与工程（国际合作）,主修,材料科学与工程（国际合作）培养方案,10191,69,181,167,3072,本科（四年制）,,
2022,匹兹堡学院,312,电子信息工程（国际合作）,主修,电子信息工程（国际合作）培养方案,10252,0,0,0,0,本科（四年制）,工学,
2022,匹兹堡学院,312,计算机科学与技术（国际合作）,主修,计算机科学与技术（国际合作）培养方案,10251,0,0,0,0,本科（四年制）,工学,
2022,匹兹堡学院,312,工业工程（国际合作）,主修,工业工程（国际合作）培养方案,10157,68,180,163,3056,本科（四年制）,工学,
2022,空天科学与工程学院,313,航空航天类,主修,航空航天类培养方案,10144,30,64,170,1192,本科（四年制）,工学,
2022,空天科学与工程学院,313,航空航天工程,主修,航空航天工程培养方案,10184,93,213,171,3872,本科（四年制）,工学,航空航天概论、航空航天材料工程、飞行器总体设计、空气动力学（I）（全英文）、空气动力学（II）（全英文）、飞行器结构设计、自动控制原理、飞行力学、飞行器制造技术基础、飞行器结构力学、弹性力学与有限元方法、推进原理与技术、航空发动机构造
2022,空天科学与工程学院,313,飞行器控制与信息工程,主修,飞行器控制与信息工程培养方案,10178,93,217,169,3916,本科（四年制）,工学,航空航天概论、飞行器总体设计、微机原理与接口技术、自动控制原理、导航原理、现代控制理论、空气动力学、数字信号处理、飞行力学
2022,网络空间安全学院,314,网络空间安全,主修,网络空间安全培养方案,10185,82,200,170,3580,本科（四年制）,工学,离散数学、程序设计基础、面向对象程序设计导论、数字逻辑：应用与设计、数据结构与算法、计算机组成和体系结构、操作系统及安全、计算机网络与通信、网络空间安全技术、应用密码学、网络安全、信息系统安全、信息内容安全、信息隐藏、数字取证、云计算及安全、软件安全、网络攻防技术、恶意代码分析技术、渗透测试技术
2022,网络空间安全学院,314,网络空间安全与法学双学士学位,主修,网络空间安全与法学双学士学位培养方案,10005,104,249,190,4388,本科（四年制）,,
2022,公共管理学院,401,社会工作,主修,社会工作培养方案,10172,71,161,150,2884,本科（四年制）,法学,社会工作导论、社会学概论、社会保障学、社会统计学、社会政策概论、社会工作理论、西方社会学理论、社会调查研究方法、社会心理学、人类行为与社会环境、社会工作行政与管理、个案社会工作、小组社会工作、社区社会工作、现代社会福利思想
2022,公共管理学院,401,公共管理类,主修,公共管理类培养方案,10173,37,80,151,1524,本科（四年制）,管理学,
2022,公共管理学院,401,行政管理,主修,行政管理培养方案,10024,68,158,150,2836,本科（四年制）,管理学,管理学原理、西方经济学、管理心理学、公共行政学、行政法学、地方政府管理、人力资源管理、公共经济学、政治思想史、秘书学、公共政策、公共关系、公务员制度、电子政务、中国政府与政治
2022,公共管理学院,401,劳动与社会保障,主修,劳动与社会保障培养方案,10047,72,169,150,3012,本科（四年制）,管理学,管理学原理、劳动经济学、社会保障学、社会保险基金管理、社会保障制度国际比较、劳动法与社会保障法、人力资源开发与管理、社会福利与社会救助、风险管理、公共政策分析、保险学
2022,公共管理学院,401,土地资源管理,主修,土地资源管理培养方案,10050,72,169,150,3012,本科（四年制）,管理学,土地管理学、土地经济学、土地利用规划学、土地法学、地籍管理、土地信息系统、测量学、土地利用工程、房地产开发经营与管理、房地产估价
2022,公共管理学院,401,档案学,主修,档案学培养方案,10051,64,143,150,2596,本科（四年制）,管理学,信息资源管理基础、档案学概论、文书学、公文写作、档案管理学、科技档案管理、电子文件管理、文献保护学、档案文献编纂学、中外档案事业史
2022,公共管理学院,401,信息资源管理,主修,信息资源管理培养方案,10179,64,147,150,2686,本科（四年制）,管理学,
2022,公共管理学院,401,行政管理（体育管理）,主修,行政管理（体育管理）培养方案,10274,61,140,153,2504,本科（四年制）,,
2022,商学院,402,管理科学,主修,管理科学培养方案,10114,86,172.5,165,3232,本科（四年制）,,
2022,商学院,402,工业工程,主修,工业工程培养方案,10140,85,176,165,3252,本科（四年制）,管理学,工业工程导论、机械制造基础、系统工程、设施规划与物流分析、先进制造系统、工程经济学、生产计划与控制、质量管理、工程经济学、人因工程、系统仿真、工作研究、智能调度算法及应用
2022,商学院,402,工商管理类,主修,工商管理类培养方案,10031,32,66,155,1204,本科（四年制）,管理学,
2022,商学院,402,市场营销,主修,市场营销培养方案,10174,89,177,155,3140,本科（四年制）,管理学,市场营销、营销战略、品牌管理、市场调查、消费者行为分析、计量经济学、销售管理、营销策划、营销工程与应用、营销研究方法与运用、国际市场营销、商业数据挖掘
2022,商学院,402,财务管理,主修,财务管理培养方案,10104,83,171,155,3092,本科（四年制）,管理学,财务管理（全英文）、货币金融学（全英文）、投资学、国际金融、金融衍生工具、金融财务前沿问题研究、财务报表分析、风险管理、财务会计、创业投资与私募股权
2022,商学院,402,人力资源管理,主修,人力资源管理培养方案,10023,84,170,155,3028,本科（四年制）,管理学,人力资源管理、组织行为学、劳动经济学、人力资源战略与规划、人才测评、职务分析、职业生涯管理、人力资源培训与开发、绩效与薪酬管理、劳动关系管理、人力资本管理、人力资源管理前沿
2022,商学院,402,会计学（ACCA班）,主修,会计学（ACCA班）培养方案,10057,79,185,160,3268,本科（四年制）,管理学,会计理论、会计学原理、中级财务会计、高级财务会计、成本会计、管理会计、财务管理、审计学、会计职业道德
2022,商学院,402,管理科学与工程类,主修,管理科学与工程类培养方案,10113,24,32,175,688,本科（四年制）,,
2022,灾后重建与管理学院,403,国际减灾与应急管理创新班,主修,国际减灾与应急管理创新班培养方案,10061,2,4,0,-96,本科（四年制）,,国际减灾战略与应急管理、全球气候变化与自然灾害、国际化跨学科项目制科研训练-科学研究设计、安全知识与应急基本技能、全球卫生应急与风险管理、国际化跨学科项目制科研训练-论文写作与发表、防灾减灾工程与大数据技术
2022,华西基础医学与法医学院,501,基础医学（基地班）,主修,基础医学（基地班）培养方案,10142,118,300,228,5452,本科（五年制）,医学,人体解剖学、组织学与胚胎学、细胞生物学、生理学、生物化学、药理学、病理生理学、病理学、医学免疫学、医学微生物学、生物分子基础实验、形态学实验、机能学实验、内科学、外科学。
2022,华西基础医学与法医学院,501,基础医学（强基计划）,主修,基础医学（强基计划）培养方案,10209,112,284,231.5,5211,本科（五年制）,医学,
2022,华西基础医学与法医学院,501,基础医学（拔尖计划）,主修,基础医学（拔尖计划）培养方案,10208,111,282,231.5,5179,本科（五年制）,,
2022,华西基础医学与法医学院,501,法医学,主修,法医学培养方案,10158,131,318,228,5852,本科（五年制）,医学,人体解剖学、病理学、生物化学、内科学、外科学、刑事诉讼法、刑事科学技术、法医病理学、法医毒理学、法医临床学、法医物证学、法医精神病学、法医毒物分析。
2022,华西基础医学与法医学院,501,法医学与法学双学士学位,主修,法医学与法学双学士学位培养方案,10095,137,325,260,5876,本科（五年制）,,
